--------------------------Start MOEADGEN optimization--------------------------
Trial 5 finished with value: 1.0962805109977276 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 5 with value: 1.0962805109977276.
Trial 5 finished with best value: 1.0962805109977276 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. 
Trial 15 finished with value: 1.192037591286457 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 14}. Best is trial 5 with value: 1.0962805109977276.
Trial 7 finished with best value: 0.5788084357858465 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. 
Trial 7 finished with value: 0.5788084357858465 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
Trial 8 finished with value: 1.2399947848895183 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 17}. Best is trial 7 with value: 0.5788084357858465.
Trial 0 finished with value: 1.7952750821826298 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
Trial 13 finished with value: 1.143248683198787 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
Trial 6 finished with value: 1.6755858347929877 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
Trial 14 finished with value: 1.7168646078316894 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 12}. Best is trial 7 with value: 0.5788084357858465.
Trial 1 finished with value: 1.8313526561718128 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 2 finished with value: 1.7595341256857442 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 9 finished with value: 1.8703009396588548 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
Trial 10 finished with value: 2.1115295804169705 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 3 finished with value: 1.2881164525373567 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 11 finished with value: 2.044618088322117 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
Trial 4 finished with value: 2.1600094306925337 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 12 finished with value: 1.8112950559941836 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 17 finished with value: 1.9402802216142394 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
Trial 20 finished with value: 1.4813653487039065 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 18 finished with value: 1.7919399026142153 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 12}. Best is trial 7 with value: 0.5788084357858465.
Trial 19 finished with value: 2.1388972031873963 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 16 finished with value: 1.4481315403245747 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'bi', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 28 finished with value: 1.575503876073003 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 29 finished with value: 0.7937968401485137 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 30 finished with value: 1.0636334551335183 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 28}. Best is trial 7 with value: 0.5788084357858465.
Trial 31 finished with value: 1.4190420913420247 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 22 finished with value: 1.379340909384325 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 16}. Best is trial 7 with value: 0.5788084357858465.
Trial 21 finished with value: 2.559599777850813 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
Trial 24 finished with value: 0.9930381678503577 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 23 finished with value: 1.417349597270539 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 25 finished with value: 1.1554259772840116 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
Trial 27 finished with value: 1.2435025745650004 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 26 finished with value: 1.3289235579087295 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 32 finished with value: 0.7294854034392464 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 16:20:21,516] Trial 33 finished with value: 1.373475792618335 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 16:23:02,118] Trial 35 finished with value: 1.850468319004387 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 16:24:51,047] Trial 34 finished with value: 2.200582470174778 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 16:54:15,024] Trial 43 finished with value: 1.5241477967069892 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 10}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:00:03,789] Trial 36 finished with value: 1.6339517985252963 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:03:58,659] Trial 45 finished with value: 1.4541220342615537 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 15}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:04:19,710] Trial 47 finished with value: 1.4798526667652105 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 10}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:06:24,723] Trial 46 finished with value: 0.883226714876518 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:08:38,531] Trial 37 finished with value: 1.2261185171582238 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:20:39,873] Trial 38 finished with value: 0.695433485040578 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:27:44,707] Trial 41 finished with value: 1.345225893085604 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:29:38,752] Trial 39 finished with value: 1.659786110437241 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:34:41,493] Trial 42 finished with value: 1.2113085694547636 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:35:25,542] Trial 40 finished with value: 1.3350716610975046 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 27}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 17:41:33,028] Trial 44 finished with value: 2.2089808046625463 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 10}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 20:14:18,806] Trial 48 finished with value: 2.0464588128156636 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 15}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 20:23:27,973] Trial 49 finished with value: 0.8072437267323818 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 10}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 20:25:12,805] Trial 51 finished with value: 1.5626515334538458 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 10}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 20:26:25,775] Trial 50 finished with value: 1.4220562028387305 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 20:53:22,255] Trial 52 finished with value: 1.3672265283124254 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:05:47,966] Trial 55 finished with value: 1.7881799570985129 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 20}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:06:49,572] Trial 54 finished with value: 0.8288971455896711 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:08:20,901] Trial 56 finished with value: 2.0348012997292417 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:19:29,354] Trial 57 finished with value: 1.7668126767327705 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 20}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:23:52,854] Trial 53 finished with value: 2.140543080326935 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:39:20,104] Trial 58 finished with value: 1.183091637734689 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:51:42,768] Trial 60 finished with value: 0.7947122444505923 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:53:33,871] Trial 59 finished with value: 1.9460049194808067 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 21:59:47,406] Trial 62 finished with value: 1.533203895387949 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 22:00:07,681] Trial 61 finished with value: 0.9053910570380603 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 22:09:06,573] Trial 63 finished with value: 2.425257966961352 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-02-29 23:59:02,642] Trial 64 finished with value: 1.5660904295746043 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 00:06:14,395] Trial 65 finished with value: 1.7272419774321301 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 00:12:16,121] Trial 67 finished with value: 0.6527347870344885 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 00:16:52,407] Trial 66 finished with value: 0.9777927018218703 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 00:52:47,695] Trial 68 finished with value: 1.8365329923535305 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 01:03:12,118] Trial 70 finished with value: 1.5982055690239063 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 01:06:07,108] Trial 71 finished with value: 1.5861879390439433 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 01:08:39,926] Trial 69 finished with value: 1.3357730878560288 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 01:19:06,935] Trial 73 finished with value: 1.0700855416265718 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 01:44:54,882] Trial 72 finished with value: 1.5714053774648125 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:04:38,790] Trial 76 finished with value: 2.5021377894428944 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:05:08,494] Trial 74 finished with value: 1.5052623007997479 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:07:00,804] Trial 78 finished with value: 2.1633319084663962 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:19:41,678] Trial 75 finished with value: 1.7169986379774596 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:26:45,478] Trial 79 finished with value: 1.3065314674456512 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 02:30:52,435] Trial 77 finished with value: 0.6675980951430595 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
